assessment_name,url,remote_testing,adaptive,test_type,fact_sheet_url,fact_sheet_text
Biochemistry (New),https://www.shl.com/products/product-catalog/view/biochemistry-new/,True,False,K,https://service.shl.com/docs/Biochemistry (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsBiochemistry
Multi-choice test that measur es the kno wledge of various biomolecules lik e amino acids, pr oteins, 
enzymes, carbohydr ates, vitamins and nucleic acids, and concepts of bioener getics and metabolism.
English (US)
Biochemical Engineer, Biochemist, Biological Technician, 
Biologist, Molecular and Cellular Biologist
• Amino acids 
• Enzymes 
• Proteins 
• Carbohydr ates and lipids 
• Nucleic acids, nucleotides 
• Vitamins 
• Bioener getics 
• Metabolism1208
15
Multiple Choice - CTT
Healthcare
• Over all Scor e 
• Biomolecules I  
• Biomolecules II  
• Bioener getics & MetabolismOne"
Biotech Lab Techniques (New),https://www.shl.com/products/product-catalog/view/biotech-lab-techniques-new/,True,False,K,https://service.shl.com/docs/Biotech Lab Techniques (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsBiotech Lab Techniques
Multi-choice test that measur es the kno wledge of biophysical techniques, biopr ocessing and 
separ ation techniques lik e chr omatogr aphy and electr ophor esis.
English (US)
Biological Technician, Medical and Clinical Laboratory 
Technician, Food Science Technicians, Biologist, Molecular 
and Cellular Biologist
• Crystallogr aphy 
• Micr oscop y 
• Radioactivity 
• Spectr ometry 
• Spectr oscop y 
• Bior eactors & fermenters 
• Do wnstr eam pr ocessing 
• Fermentation pr ocess 
• Types of fermentation 
• Upstr eam pr ocessing 
• Chr omatogr aphy 
• Electr ophor esis1205
10
Multiple Choice - CTT
Healthcare
• Over all Scor e 
• Separ ation T echniques  
• Biophysical techniques  
• Bior eactors & Biopr ocessingOne"
BizTalk (New),https://www.shl.com/products/product-catalog/view/biztalk-new/,True,False,K,https://service.shl.com/docs/BizTalk (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsBizTalk
Multi-choice test that measur es the kno wledge of BizT alk ar chitectur e, pipelines, adapters, business 
process techniques and BizT alk administr ation.
English (US)
BizTalk Developer, Technical Architect/Designer - BizTalk, 
Analyst Programmer - BizTalk
• Basic ar chitectur e 
• Schemas and maps 
• Message based solutions 
• Pipelines 
• Advanced or chestr ation design 
• Adapters and hosts 
• ESB and EDI 
• BizT alk business pr ocess 
• Process techniques 
• Deplo ying BizT alk applications 
• Managing logic using Business Rules Engine (BRE) 
• BizT alk administr ation2016
25
Multiple Choice - CTT
Information Technology
Automation
• Over all Scor e 
• Basics of BizT alk  
• Pipelines and Adaptors  
• Business Pr ocess T echniques and Deplo ymentOne"
Business Communication (adaptive),https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,True,True,K,https://service.shl.com/docs/Fact Sheet_Business Communication (adaptive).pdf,"© 2018 SHL  and/or its affiliates. All rights reserved.  | Page 1 of 1 www.shl.com  
 
Business Communication ( adaptive)  
Assessment  Fact Sheet  
Overview  The Business Communication test measures a candidate’s skills required to communicate effectively 
with co -workers at all  levels and with external business contacts. This test is designed for an average 
business worker.  
Job Family/Title  Business Personnel  
 
Details  Average Testing Time (minutes)  24 minutes  
Allowed Time (minutes)  90 minutes  
Maximum Number of Questions  30 questions  
 Number of S ittings  One 
 Designed for Unproctored Environment  Yes 
 Question Format  Multiple Choice - Adaptive  
 Product Category  Business Skills  
 
Knowledge, 
Skills, Abilities 
and 
Competencies 
Measured  Measures knowledge of the following areas of business communication:  
 Electronic Communication  
 Employment Communication  
 Listening  
 Meetings  
 Nonverbal Communication  
 Verbal Communication  
 Written Communication"
Business Communications,https://www.shl.com/products/product-catalog/view/business-communications/,True,False,K,https://service.shl.com/docs/Fact Sheet_Business_Communications.pdf,"© 2018 SHL  and/or its affiliates. All rights reserved.  | Page 1 of 4 www.shl.com  
 
Business Communications  
Assessment Fact Sheet  
Overview  The Business Communications assessment is a multiple -choice test designed to measure a candidate’s 
ability to use basic grammar appropriately, use appropriate business tone, respond with complete and 
accurate information, and apologize when appropriate. Test items consist of situations that are relevant 
to a variety of industries. The intended population for the Business Communicat ions assessment 
includes entry - to mid -level positions in various industries that require written correspondence with 
internal and external customers.  
Details  Time Allowed  35 minutes  
Number of Questions  30 questions  
Number of Sittings  One 
 Designed for Unproctored Environment  Yes 
 Questions per Skill Level  18 Beginning, 9 Intermediate, 3 Advanced  
 Question Format  Multiple Choice  
 Product Category  Administrative - Clerical  
 
 
 
© 2018 SHL  and/or its affiliates. All rights reserved.  | Page 2 of 4 www.shl.com  
 
Knowledge, 
Skills, Abilities 
and 
Competencies 
Measured  
 Measures ability  to effectively communicate in writing focusing on the following five areas of business 
writing:  
 Basic Grammar  
 Business Tone  
 Responding with Incomplete Information  
 Appropriate and Inappropriate Apologies  
 Responding with Incorrect Information  
 
Example 
Questions  
 
 
 
 

 
 
© 2018 SHL  and/or its affiliates. All rights reserved.  | Page 3 of 4 www.shl.com  
 
 
 
 
 

 
 
© 2018 SHL  and/or its affiliates. All rights reserved.  | Page 4 of 4 www.shl.com  
 
Example 
Report"
C Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new/,True,False,K,https://service.shl.com/docs/C Programming (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsC Programming
Multi-choice test that measur es the kno wledge of C pr ogramming basics, functions, arr ays, 
composed data types, and advanced C concepts lik e SLF , ﬁle handling and dynamic memory .
English (US)
Software Engineer - C, C Developer, C Programmer, 
Embedded Engineer
• Programming constructs 
• Variable, constants, and datatypes 
• Arr ays 
• Functions 
• Composed data types 
• Dynamic memory allocation & stor age class 
• File handling1510
15
Multiple Choice - CTT
Information Technology
Programming
• Over all Scor e 
• Programming Constructs  
• Derived and Composed Data T ypes  
• Functions  
• File and Memory ManagementOne"
C# Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,True,False,K,https://service.shl.com/docs/Csharp Programming (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsC# Programming
Multi-choice test that measur es the kno wledge of C# pr ogramming structur e, functions, collections, 
enumer ation, e xception handling, OOPs constructs, inheritance, e vent handling and oper ator 
overloading.
English (US)
.Net Developer, C# Developer, Software Developer - C#, 
Desktop Application Developer
• Basic pr ogramming structur e 
• Data types and strings 
• Arr ays 
• Structur e 
• Functions 
• OOPS concepts 
• Inde xer and pr operties 
• Delegates and e vent handling 
• Enumer ation and collections 
• Exception handling 
• File handling1209
15
Multiple Choice - CTT
Information Technology
Programming
• Over all Scor e 
• C# Basics  
• OOPS & Events  
• Advanced C#One"
C++ Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,True,False,K,https://service.shl.com/docs/C%2B%2B Programming (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsC++ Programming
Multi-choice test that measur es the kno wledge of pr ogramming in the C++ language and the ability 
to use the C++ standar d libr ary to write code.
English (US)
C++ Developer, C++ Programmer, Application Developer 
(C++), Software Engineer - C++, ASP.Net Developer
• Basics of C++ 
• Types and declar ations 
• Oper ators 
• Pointers and arr ays 
• OOPs concepts 
• File and str eams 
• Exceptions 
• Templates1210
15
Multiple Choice - CTT
Information Technology
Programming
• Over all Scor e 
• Fundamentals of C++  
• OOPS Concepts  
• File and Ex ception HandlingOne"
Cardiology and Diabetes Management (New),https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,True,False,K,https://service.shl.com/docs/Cardiology and Diabetes Management (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsCardiology and Diabetes Management
Multi-choice test that measur es the kno wledge of ho w to contr ol and manage car diovascular 
diseases and diabetes, and understanding of the diagnostic tests used for them.
English (US)
Clinical Nursing Assistant Specialist, Cardiovascular 
Technologist and Technician, Physician Assistant, Dietitian 
and Nutritionist, Health Educator, Community Health 
Worker, Pharmacist
• Diﬀer ent types of diabetes 
• Diagnosis of diabetes 
• Treatment of diabetes 
• Role of insulin in diabetes management 
• Methods of insulin administr ation 
• Common car diovascular diseases 
• Diagnosis of common car diovascular diseases 
• Treatment of common car diovascular diseases1004
07
Multiple Choice - CTT
Healthcare
Medicine and Dentistry
• Over all Scor e One"
Ceramic Engineering (New),https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,True,False,K,https://service.shl.com/docs/Ceramic Engineering (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsCeramic Engineering
Multi-choice test that measur es the kno wledge of classiﬁcation of cer amic materials, pr oduction of 
ceramics and thermodynamics.
English (US)
Materials Engineer, Materials Development Engineer
• Types of cer amics 
• Material science of cer amics 
• Thermodynamics pr ocesses 
• Heat tr ansfer 
• Powder synthesis  
• Plastic formation 
• Refr actories2512
20
Multiple Choice - CTT
Engineering
Engineering and T echnology
• Over all Scor e 
• Cer amic Materials  
• Material Thermodynamics  
• Cer amic Pr ocessingOne"
Chemical Engineering (New),https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,True,False,K,https://service.shl.com/docs/Chemical Engineering (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsChemical Engineering
Multi-choice test that measur es the conceptual kno wledge of tr ansport phenomena, chemical 
process engineering and technology , chemical pr ocess principles, stoichiometry and pr ocess 
calculations.
English (US)
Chemical Engineer, Chemical Technician, Research 
Chemical Engineer, Chemical Plant and System Operator
• Chemical engineering thermodynamics 
• Chemical r eaction engineering 
• Chemical pr ocess technology 
• Instrumentation and pr ocess contr ol 
• Industrial stoichiometry and pr ocess calculations 
• Fluid mechanics 
• Heat tr ansfer 
• Mass tr ansfer2013
20
Multiple Choice - IRT (1PL)
Engineering
Engineering and T echnology
• Over all Scor e 
• Chemical Pr ocess Calculation and Thermodynamics  
• Chemical Pr ocess Contr ol and T echnology  
• Transport PhenomenaOne"
Cisco AppDynamics (New),https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,True,False,K,https://service.shl.com/docs/Cisco AppDynamics (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsCisco AppDynamics
Multi-choice test that measur es the kno wledge of application analytics, performance management, 
and AppDynamics essentials lik e contr oller UI, custom dashboar d, reports and monitoring.
English (US)
Performance Engineer - AppDynamics, AppDynamics 
Developer
• Contr oller UI 
• Metrics and gr aphs 
• Monitoring e vents and infr astructur e 
• Custom dashboar ds and r eports 
• Alert and r espond 
• Database monitoring 
• Server monitoring 
• End-user monitoring 
• Business applications and tr ansactions 
• Application performance management 
• Application analytics1209
15
Multiple Choice - CTT
Information Technology
• Over all Scor e 
• Analytics & Performance Management  
• AppDynamics Essentials  
• MonitoringOne"
Civil Engineering (New),https://www.shl.com/products/product-catalog/view/civil-engineering-new/,True,False,K,https://service.shl.com/docs/Civil Engineering (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsCivil Engineering
Multi-choice test that measur es the kno wledge of structur al engineering, tr ansportation engineering, 
surve ying, geotechnical engineering and water r esour ces engineering.
English (US)
Civil Engineer, Civil Engineering Technician, Civil Drafter, 
Architectural and Civil Drafter, Architectural and 
Engineering Manager, Design Engineer, Structural 
Engineer
• Applied mechanics  
• Strength of materials  
• Theory of structur es  
• Steel structur es  
• Building materials And construction  
• Concr ete technology  
• R.C.C. design  
• Hydr aulic engineering  
• Engineering geology  
• Soil mechanics  
• Water supply engineering  
• Surve ying  
• Estimation and costing  
• Traﬃc engineering and contr ol  
• Highways engineering  
• Railway engineering 2010
20
Multiple Choice - CTT
Engineering
Engineering and T echnology
• Over all Scor e 
• Structur al Engineering  
• Geotechnical and W ater Resour ces Engineering  
• Transportation Engineering and Surve yingOne"
Cloud Computing (New),https://www.shl.com/products/product-catalog/view/cloud-computing-new/,True,False,K,https://service.shl.com/docs/Cloud Computing (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsCloud Computing
Multi-choice test that measur es the kno wledge of cloud computing concepts, cloud service models, 
virtualization and private clouds.
English (US)
Data Engineer, Cloud Solution Architect, Windows Server 
Support, Cloud Engineer, Cloud Computing Technical 
Consultant
• Cloud basic concepts 
• Cloud service models 
• Basics of virtualization 
• Virtualization for enterprise 
• Basics concepts of private clouds 
• Private cloud platforms1608
15
Multiple Choice - CTT
Information Technology
• Over all Scor e 
• Cloud Basics  
• Virtualization  
• Private CloudOne"
COBOL Programming (New),https://www.shl.com/products/product-catalog/view/cobol-programming-new/,True,False,K,https://service.shl.com/docs/COBOL Programming (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsCOBOL Programming
Multi-choice test that measur es the kno wledge of C OBOL pr ogramming fundamentals, pr ogramming 
structur e and diﬀer ent types of application pr ocessing.
English (US)
Developer - Mainframe COBOL, Mainframe Systems 
Programmer, COBOL Developer
• COBOL fundamentals 
• Strings and C OBOL variables 
• Arithmetic manipulations 
• Tables and table manipulation 
• System calls & sub-r outines 
• z/OS & major subsystems and VSAM pr ocessing 
• Sort and mer ge pr ocessing 
• File and r eport pr ocessing1210
15
Multiple Choice - CTT
Information Technology
Programming
• Over all Scor e 
• Programming Fundamentals  
• Programming Structur e  
• Application Pr ocessingOne"
Computer Science (New),https://www.shl.com/products/product-catalog/view/computer-science-new/,True,False,K,https://service.shl.com/docs/Computer Science (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsComputer Science
Multi-choice test that measur es the kno wledge of oper ating system, computer ar chitectur e, DBMS 
and basics of computer networks and communication.
English (US)
Software Engineer, Big Data Engineer, Research Engineer, 
DevOps Engineer
• Computer ar chitectur e  
• Basics of oper ating system 
• I/O and ﬁle management 
• Memory and pr ocess management 
• Process communication and synchr onization 
• Basic DBMS concepts, data model, vie ws, oper ation, TRC, DRC, ar chitectur e 
• Normalization, gener alization, ERD , key, database, SQL, joins, inde xing 
• Basics of computer networks and communication 
• Routing 
• Refer ence network model and pr otocols2012
20
Multiple Choice - CTT
Information Technology
Computers and Electr onics
• Over all Scor e 
• OS and Computer Ar chitectur e  
• DBMS  
• Computer NetworksOne"
Contact Center Call Simulation (New),https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,True,False,S,https://service.shl.com/docs/Contact Center Call Simulation (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsContact Center Call Simulation
Simulation based test that measur es the ability to handle customer concerns o ver a call b y referring 
to standar d process documents. It also measur es typing and documentation skills.
English (US)
Customer Service Representative, Receptionist and 
Information Clerk, Administrative Assistant, Tech Support 
Executive, Telecaller
• Manage customer inter actions o ver call 
• Respond to customer queries, r equests and complaints 
• Read and understand standar d process guidelines 
• Use CRM to access customer database 
• Document the details of the conversation0215
20
Simulation
Contact Center
Customer and Personal Service
• Over all Scor e 
• Customer Centricity 
• Process Adher ence 
• Navigation Skills 
• Documentation Skills 
• Typing SkillsOne"
Conversational Multichat Simulation,https://www.shl.com/products/product-catalog/view/conversational-multichat-simulation/,True,False,S,https://service.shl.com/docs/Conversational Multichat Simulation Product Fact Sheet.pdf,"© 2024 SHL and its affiliates. 
All rights reserved.  shl.com  Conversational Multichat Simulation   
Assessment Fact Sheet  
 
Overview  
 Simulation -based test that measures the ability to handle customer concerns over multiple 
chats by referring  to standard process documents. It provides an open -ended chat 
environment that assesses the candidate’s  skills in a real job setting. Candidates are scored 
based on whether they resolved the customer’s query, the  amount of time taken, and the 
correct use o f vocabulary and grammar in their response.  
 
Relevant job roles include: Customer Service Representative, Receptionist and  Information 
Clerk, Administrative Assistant, Tech  Support Executive, Chat Executive  
 
Job Level  ................................ ................................ ......................  Entry Level  
Job Family/Title  ................................ ................................ ...........  Contact Center, Customer Service  
  
  
Details  
Platform  ................................ ................................ ......................  TalentCentral+  
Average Testing Time (minutes)  ................................ ..............  11 minutes  
Maximum Allowed Time (minutes)  ................................ ..........  25 minutes  
Maximum Number of Chat  Tasks  ................................ ............  2 
Designed for Unproctored  Environment  ................................  Yes 
Question Format ................................ ................................ ........  Simulation  
 
Knowledge, Skills, Abilities and Competencies Measured  
Scores reported : Overall Score , Gramm ar & Spelling , Customer Issue Resolution , Courtesy , 
Multitasking , Responsiveness . 
O*NET Competency : Customer and Personal Service . 
The following skills areas  are covered:  
• Manage multiple customers over chat simultaneously  
• Respond to customer queries, requests, and complaints  
• Read and understand standard process guidelines  
• Use CRM to access customer database  
• Document the details of the conversation . 
 
  
 
 
© 2024 SHL and its affiliates. 
All rights reserved.  shl.com   
 
Example Questions"
Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,True,False,K,https://service.shl.com/docs/Core Java (Advanced Level) (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsCore Java (Advanced Level)
Multi-choice test that measur es the kno wledge of basic Java constructs, OOP concepts, ﬁles and 
exception handling, and advanced Java concepts lik e generics, collections, thr eads, strings and 
concurr ency .
English (US)
Java Architect, Backend Development Engineer, Software 
Developer, Backend Developer, Android Developer
• Data types and strings  
• Arr ays  
• Collections and generics 
• OOPS concepts  
• Inner class  
• Interfaces  
• Files and str eams  
• Exception handling  
• Thr eads  
• Concurr ency 1213
15
Multiple Choice - CTT
Information Technology
Programming
• Over all Scor e 
• Basic Java  
• OOPS Concepts  
• Advanced JavaOne"
Core Java (Entry Level) (New),https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,True,False,K,https://service.shl.com/docs/Core Java (Entry Level) (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsCore Java (Entry Level)
Multi-choice test that measur es the kno wledge of basic Java constructs, OOP concepts, ﬁle handling, 
exception handling, thr eads, generic class and inner class.
English (US)
Core Java Developer, Software Developer, Backend 
Developer, Android Developer
• Data types and strings 
• Arr ays 
• Generics 
• OOPS concepts 
• Inner class 
• Interfaces 
• Packages 
• Files and str eams 
• Exception handling 
• Thr eads1213
15
Multiple Choice - CTT
Information Technology
Programming
• Over all Scor e 
• Basic Java  
• OOPS Concepts  
• Advanced JavaOne"
Count Out The Money,https://www.shl.com/products/product-catalog/view/count-out-the-money/,True,True,"K, S",https://service.shl.com/docs/Fact Sheet_Count out the Money - UK.pdf,"© 2018 SHL  and/or its affiliates. All rights reserved.  | Page 1 of 2 www.shl.com  
 
Count O ut the Money - UK 
Assessment Fact Sheet  
Overview  The Count out the Money - UK test measures a candidate’s money handling ability. This test is  
designed for entry -level positions where handling money is required on a regular basis.  
Job Level  Entry -level 
Job Family/Title  Banking, Retail  
   
Details  Average Testing Time (minutes)  5 minutes  
Maximum Number of Questions  198 items  
 Number of Sittings  One 
 Designed for Un supervised  Environment  Yes 
 Question Format  Simulation  
 
Knowledge, 
Skills, Abilities 
and 
Competencies 
Measured  
 Handling Money : This assessment measures the ability to quickly and accurately perform basic  
monetary computations to complete customer transactions. This component is characterised by being  
able to quickly identify and sum the value of various denominations of UK banknotes and coins.  
 
 
  
 
 
© 2018 SHL  and/or its affiliates. All rights reserved.  | Page 2 of 2 www.shl.com  
 
Example 
Question s 
 
An interactive cash drawer appears on the left side of the screen. Candidates are  asked tocount out a 
specific amount of money to the right side of the screen by clicking on an  appropriate combination of 
banknotes and coins.  
 
Example 
Report s"
CSS3 (New),https://www.shl.com/products/product-catalog/view/css3-new/,True,False,K,https://service.shl.com/docs/CSS3 (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsCSS3
Multi-choice test that measur es the kno wledge of CSS3 and its application in pr oviding style to web 
documents.
English (US)
UI Developer, Front End Developer
• Fonts and te xt eﬀects 
• Colors, gr adients, backgr ound images, and masks  
• Selectors and pseudo classes 
• Bor ders and bo x eﬀects 
• Layout: multiple columns and ﬂe xible bo x 
• CSS3 user interface  
• Transformation 
• Transition 
• Animation1008
15
Multiple Choice - CTT
Information Technology
Web Platform De velopment Softwar e
• Over all Scor e 
• Containers and T ext  
• Layouts  
• Transition and T ransformationOne"
Culinary Skills (New),https://www.shl.com/products/product-catalog/view/culinary-skills-new/,True,False,K,https://service.shl.com/docs/Culinary Skills (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsCulinary Skills
Multi-choice test that measur es the kno wledge of cooking principles, cooking equipment, meal 
prepar ation and pr esentation, and kitchen safety .
English (US)
Chef, Food Service Manager, Food and Beverage Manager, 
Food Service Specialist, Dietary Assistant
• Cooking principles 
• Cooking methods 
• Cooking equipment 
• Basic culinary math 
• Diﬀer ent courses of meal 
• Dish pr epar ation 
• Safety and sanitation1807
15
Multiple Choice - IRT (1PL)
Hospitality
Production and Pr ocessing
• Over all Scor e 
• Cooking Principles and Equipment  
• Meals Pr epar ation and Pr esentation  
• Safety and SanitationOne"
